DOI,Title,Authors,Affiliations,Funding Sources,Abstract,Year,URL,Chemicals Mentioned,Chemicals with InChIKey
10.1021/acs.est.0c01345,Oxygenated Aromatic Compounds are Important Precursors of Secondary Organic Aerosol in Biomass-Burning Emissions,"Akherati, Ali, He, Yicong, Coggon, Matthew M., Koss, Abigail R., Hodshire, Anna L., Sekimoto, Kanako, Warneke, Carsten, de Gouw, Joost, Yee, Lindsay, Seinfeld, John H., Onasch, Timothy B., Herndon, Scott C., Knighton, Walter B., Cappa, Christopher D., Kleeman, Michael J., Lim, Christopher Y., Kroll, Jesse H., Pierce, Jeffrey R., Jathar, Shantanu H.","Department of Mechanical Engineering, Colorado State University, Fort Collins 80525, Colorado, United States | Department of Mechanical Engineering, Colorado State University, Fort Collins 80525, Colorado, United States | Cooperative Institute for Research in Environmental Sciences, University of Colorado, Boulder 80309, Colorado, United States; Chemical Sciences Division, NOAA Earth System Research Laboratory, Boulder 80305, Colorado, United States | Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Boston 02139, Massachusetts, United States | Department of Atmospheric Science, Colorado State University, Fort Collins 80525, Colorado, United States | Cooperative Institute for Research in Environmental Sciences, University of Colorado, Boulder 80309, Colorado, United States | Cooperative Institute for Research in Environmental Sciences, University of Colorado, Boulder 80309, Colorado, United States; Chemical Sciences Division, NOAA Earth System Research Laboratory, Boulder 80305, Colorado, United States | Department of Chemistry and Cooperative Institute for Research in Environmental Sciences, University of Colorado Boulder, Boulder 80309, Colorado, United States | Environmental Science, Policy, and Management, University of California Berkeley, Berkeley 94720-3114, California, United States | Department of Chemical Engineering, California Institute of Technology, Pasadena 91125, California, United States | Aerodyne Research Inc., Billerica 01821, Massachusetts, United States | Aerodyne Research Inc., Billerica 01821, Massachusetts, United States | Department of Chemistry, Montana State University, Bozeman 59717, Montana, United States | Department of Civil and Environmental Engineering, University of California Davis, Davis 95616, California, United States | Department of Civil and Environmental Engineering, University of California Davis, Davis 95616, California, United States | Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Boston 02139, Massachusetts, United States | Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Boston 02139, Massachusetts, United States | Department of Atmospheric Science, Colorado State University, Fort Collins 80525, Colorado, United States | Department of Mechanical Engineering, Colorado State University, Fort Collins 80525, Colorado, United States",Environmental Protection Agency; Division of Atmospheric and Geospace Sciences; Climate Program Office; Colorado Energy Research Collaboratory,"Biomass burning is the largest combustion-related source of volatile organic compounds (VOCs) to the atmosphere. We describe the development of a state-of-the-science model to simulate the photochemical formation of secondary organic aerosol (SOA) from biomass burning emissions observed in dry (RH<20%) environmental chamber experiments. The modeling is supported by (i) new oxidation chamber measurements, (ii) detailed concurrent measurements of SOA precursors in biomass burning emissions, and (iii) development of SOA parameters for heterocyclic and oxygenated aromatic compounds based on historical chamber experiments. We find that oxygenated aromatic compounds, including phenols and methoxyphenols, account for slightly less than 60% of the SOA formed and help our model explain the variability in the organic aerosol mass (R2=0.68) and O:C (R2=0.69) enhancement ratios observed across eleven chamber experiments. Despite abundant emissions, heterocyclic compounds that included furans contribute to ~20% of the total SOA. The use of pyrolysis-temperature-based or averaged emissions profiles to represent SOA precursors, rather than those specific to each fire, provide similar results to within 20%. Our findings demonstrate the necessity of accounting for oxygenated aromatics from biomass burning emissions and their SOA formation in chemical mechanisms.",2020.0,https://doi.org/10.1021/acs.est.0c01345,furans; phenols; O; oxygenated aromatic; C; methoxyphenols,furans (Error); phenols (Error); O (MYMOFIZGZYHOMD-UHFFFAOYSA-N); oxygenated aromatic (Error); C (OKTJSMMVPCPJKN-UHFFFAOYSA-N); methoxyphenols (Error)
10.1021/acs.est.0c02471,Global Metal Use Targets in Line with Climate Goals,"Watari, Takuma, Nansai, Keisuke, Giurco, Damien, Nakajima, Kenichi, McLellan, Benjamin, Helbig, Christoph","Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki 305-8506, Japan; Graduate School of Frontier Sciences, The University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba 277-8563, Japan | Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki 305-8506, Japan; Centre for Integrated Sustainability Analysis, School of Physics, Faculty of Science, The University of Sydney, Camperdown, New South Wales 2006, Australia | Institute for Sustainable Futures, University of Technology Sydney, Ultimo, New South Wales 2007, Australia | Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, Ibaraki 305-8506, Japan; Graduate School of Frontier Sciences, The University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba 277-8563, Japan | Graduate School of Energy Science, Kyoto University, Yoshida-honmachi, Sakyo-ku, Kyoto 606-8501, Japan | Resource Lab, University of Augsburg, Universitaetsstr. 16, Augsburg 86159, Germany","Ministry of Education, Culture, Sports, Science and Technology; Environmental Restoration and Conservation Agency","Metals underpin essential functions in modern society, yet their production currently intensifies climate change. This paper develops global targets for metal flows, stocks, and use intensity in the global economy out to 2100. These targets are consistent with emissions pathways to achieve a 2 °C climate goal and cover six major metals (iron, aluminum, copper, zinc, lead, and nickel). Results indicate that despite advances in low-carbon metal production, a transformative system change to meet the society's needs with less metal is required to remain within a 2 °C pathway. Globally, demand for goods and services over the 21st century needs to be met with approximately 7 t/capita of metal stock-roughly half the current level in high-income countries. This systemic change will require a peak in global metal production by 2030 and deep decoupling of economic growth from both metal flows and stocks. Importantly, the identified science-based targets are theoretically achievable through such measures as efficient design, more intensive use, and longer product lifetime, but immediate action is crucial before middle- and low-income countries complete full-scale urbanization.",2020.0,https://doi.org/10.1021/acs.est.0c02471,iron; copper; aluminum; nickel; carbon; zinc,iron (XEEYBQQBJWHFJM-UHFFFAOYSA-N); copper (RYGMFSIKBFXOCR-UHFFFAOYSA-N); aluminum (XAGFODPZIPBFFR-UHFFFAOYSA-N); nickel (PXHVJJICTQNCMI-UHFFFAOYSA-N); carbon (OKTJSMMVPCPJKN-UHFFFAOYSA-N); zinc (HCHKCACWOHOZIP-UHFFFAOYSA-N)
10.1021/acs.est.0c00516,Methane Emissions from Gathering Compressor Stations in the U.S.,"Zimmerle, Daniel, Vaughn, Timothy, Luck, Ben, Lauderdale, Terri, Keen, Kindal, Harrison, Matthew, Marchese, Anthony, Williams, Laurie, Allen, David","Energy Institute, Colorado State University, Fort Collins, Colorado 80524, United States | Energy Institute, Colorado State University, Fort Collins, Colorado 80524, United States | Energy Institute, Colorado State University, Fort Collins, Colorado 80524, United States | AECOM, Austin, Texas 78729, United States | AECOM, Austin, Texas 78729, United States | AECOM, Austin, Texas 78729, United States | Energy Institute, Colorado State University, Fort Collins, Colorado 80524, United States; Mechanical Engineering, Colorado State University, Fort Collins, Colorado 80523, United States | Fort Lewis College, Durango, Colorado 81301, United States | University of Texas, Austin, Austin, Texas 78712, United States",Office of Fossil Energy,"Using results from a nationally-representative measurement campaign at 180 gathering compressor stations conducted with nine industry partners, this study estimated emissions for the U.S. gathering sector, where sector-specific emission factors have not been previously available. The study drew from a partner station population of 1705 stations -- a significantly larger pool than was available for prior studies. Data indicated that whole gas emission rates from components on gathering stations were comparable-to-higher than emission factors utilized by EPA's greenhouse gas reporting program (GHGRP), but less than emission factors used for similar components on transmission compressor stations. Field data also indicated that the national population of stations likely has a higher fraction of smaller stations, operating at lower throughput per station, than the data used to develop the per-station emission factor used in EPA's greenhouse gas inventory (GHGI). This was the first national study to incorporate extensive activity data reported to the GHGRP, including 319 basin-level reports, covering 15,895 reported compressors. Combining study emissions data with 2017 GHGRP activity data, the study indicated statistically lower national emissions of 1,290 [1,246 to 1,342] Gg methane per year, or 66% [64% to 69%] of current GHGI estimates, despite estimating 17% [12% to 22%] more stations than the 2017 GHGI (95% confidence interval). Finally, we propose a replicable method that uses GHGRP activity data to annually update GHGI gathering and boosting sector emissions.",2020.0,https://doi.org/10.1021/acs.est.0c00516,"1,290 [1,246 to 1,342] Gg methane; EPA","1,290 [1,246 to 1,342] Gg methane (Error); EPA (JAZBEHYOTPTENJ-JLNKQSITSA-N)"
10.1021/acs.est.0c05885,Correction to Quantitative Analysis of Selected Plastics in High-Commercial-Value Australian Seafood by Pyrolysis Gas Chromatography Mass Spectrometry,"Ribeiro, Francisca, Okoffo, Elvis D., O’Brien, Jake W., Fraissinet-Tachet, Sarah, O’Brien, Stacey, Gallen, Michael, Samanipour, Saer, Kaserzon, Sarit, Mueller, Jochen F., Galloway, Tamara, Thomas, Kevin V.", |  |  |  |  |  |  |  |  |  | ,Not Found,,2020.0,https://doi.org/10.1021/acs.est.0c05885,No chemicals found,No chemicals found
10.1021/acs.est.9b07909,"Comparing the Use of Silicone Wristbands, Hand Wipes, And Dust to Evaluate Children’s Exposure to Flame Retardants and Plasticizers","Hammel, Stephanie C., Hoffman, Kate, Phillips, Allison L., Levasseur, Jessica L., Lorenzo, Amelia M., Webster, Thomas F., Stapleton, Heather M.","Nicholas School of Environment, Duke University, Durham, North Carolina 27708, United States | Nicholas School of Environment, Duke University, Durham, North Carolina 27708, United States; Children’s Health & Discovery Initiative, Duke School of Medicine, Durham, North Carolina 27705, United States | Nicholas School of Environment, Duke University, Durham, North Carolina 27708, United States | Nicholas School of Environment, Duke University, Durham, North Carolina 27708, United States | Nicholas School of Environment, Duke University, Durham, North Carolina 27708, United States | Boston University School of Public Health, Boston University, Boston, Massachusetts 02118, United States | Nicholas School of Environment, Duke University, Durham, North Carolina 27708, United States; Children’s Health & Discovery Initiative, Duke School of Medicine, Durham, North Carolina 27705, United States",National Institute of Environmental Health Sciences; Environmental Protection Agency,"Organophosphate esters (OPEs) are applied as additive flame retardants, and along with phthalates, are also used as plasticizers in consumer products. As such, human exposure is common and chronic. Deployed as personal passive samplers, silicone wristbands have been shown to detect over a thousand industrial and consumer product chemicals; however, few studies have evaluated chemical concentrations with corresponding established exposure biomarkers, especially children. Further, little is known about how well the wristbands predict individual exposure compared to existing validated external exposure tools such as indoor air, dust, and hand wipes. Here, we analyzed wristbands worn by children (ages 4-6) for 18 OPEs and 10 phthalates and compared them to corresponding urinary biomarkers. In wristbands, 13 of 18 OPEs and all phthalates were detected in >80% of wristbands, and 6 OPEs and 4 phthalates were significantly associated with corresponding urinary metabolites (rs=0.2-0.6, p<0.05). When compared to paired hand wipes and house dust, wristbands were found to have similar or greater correlation coefficients with respective urinary biomarkers. These results suggest that wristbands can serve as effective and quantitative assessment tools for evaluating personal exposure to some OPEs and phthalates, and for some chemicals, may provide a better exposure estimate than indoor dust.",2020.0,https://doi.org/10.1021/acs.est.9b07909,phthalates; Organophosphate esters; OPEs,phthalates (Error); Organophosphate esters (Error); OPEs (Error)
10.1021/acs.est.0c01914,Shining Light on Priming in Euphotic Sediments: Nutrient Enrichment Stimulates Export of Stored Organic Matter,"Riekenberg, Philip M., Oakes, Joanne M., Eyre, Bradley D.","Department of Marine Microbiology and Biogeochemistry, NIOZ, Royal Netherlands Institute for Sea Research and Utrecht University, P.O. Box 59, Den Hoorn 1790AB, The Netherlands; Centre for Coastal Biogeochemistry, School of Environment, Science and Engineering, Southern Cross University, P.O. Box 157, Lismore, NSW 2480, Australia | Centre for Coastal Biogeochemistry, School of Environment, Science and Engineering, Southern Cross University, P.O. Box 157, Lismore, NSW 2480, Australia | Centre for Coastal Biogeochemistry, School of Environment, Science and Engineering, Southern Cross University, P.O. Box 157, Lismore, NSW 2480, Australia",Australian Research Council,"Estuarine sediments are important sites for the interception, processing and retention of organic matter, prior to its export to the coastal oceans. Stimulated microbial co-metabolism (priming) potentially increases export of refractory organic matter through increased production of hydrolytic enzymes. By using the microphytobenthos community to directly introduce a pulse of labile carbon into sediment, we traced a priming effect and assessed the decomposition and export of pre-existing organic matter. We show enhanced efflux of pre-existing carbon from intertidal sediments enriched with water column nutrients. Nutrient enrichment increased production of labile microphytobenthos-carbon which stimulated degradation of previously unavailable organic matter and led to increased liberation of ""old"" (6855 ± 120 years BP) refractory carbon as dissolved organic carbon. These enhanced DOC effluxes occurred at a scale that decreases estimates for global organic carbon burial in coastal systems and should be considered as an impact of eutrophication on estuarine carbon budgets.",2020.0,https://doi.org/10.1021/acs.est.0c01914,carbon; microphytobenthos-carbon; DOC,carbon (OKTJSMMVPCPJKN-UHFFFAOYSA-N); microphytobenthos-carbon (Error); DOC (ZESRJSPZRDMNHY-YFWFAHHUSA-N)
10.1021/acs.est.0c02193,Source Quantification of South Asian Black Carbon Aerosols with Isotopes and Modeling,"Dasari, Sanjeev, Andersson, August, Stohl, Andreas, Evangeliou, Nikolaos, Bikkina, Srinivas, Holmstrand, Henry, Budhavant, Krishnakant, Salam, Abdus, Gustafsson, Örjan","Department of Environmental Science, and the Bolin Centre for Climate Research, Stockholm University, Stockholm 10691, Sweden | Department of Environmental Science, and the Bolin Centre for Climate Research, Stockholm University, Stockholm 10691, Sweden | Norwegian Institute for Air Research (NILU), Kjeller 2027, Norway | Norwegian Institute for Air Research (NILU), Kjeller 2027, Norway | Department of Environmental Science, and the Bolin Centre for Climate Research, Stockholm University, Stockholm 10691, Sweden | Department of Environmental Science, and the Bolin Centre for Climate Research, Stockholm University, Stockholm 10691, Sweden | Department of Environmental Science, and the Bolin Centre for Climate Research, Stockholm University, Stockholm 10691, Sweden; Maldives Climate Observatory at Hanimaadhoo (MCOH), Maldives Meteorological Services, Hanimaadhoo 02020, Republic of the Maldives; Divecha Centre for Climate Change, Indian Institute of Science, Bangalore 560012, India | Department of Chemistry, University of Dhaka, Dhaka 1000, Bangladesh | Department of Environmental Science, and the Bolin Centre for Climate Research, Stockholm University, Stockholm 10691, Sweden",Svenska Forskningsr?det Formas; Vetenskapsr?det,"Black carbon (BC) aerosols perturb climate and impoverish air quality/human health—affecting ∼1.5 billion people in South Asia. However, the lack of source-diagnostic observations of BC is hindering the evaluation of uncertain bottom-up emission inventories (EIs) and thereby also models/policies. Here, we present dual-isotope-based (Δ14C/δ13C) fingerprinting of wintertime BC at two receptor sites of the continental outflow. Our results show a remarkable similarity in contributions of biomass and fossil combustion, both from the site capturing the highly populated highly polluted Indo-Gangetic Plain footprint (IGP; Δ14C-fbiomass = 50 ± 3%) and the second site in the N. Indian Ocean representing a wider South Asian footprint (52 ± 6%). Yet, both sites reflect distinct δ13C-fingerprints, indicating a distinguishable contribution of C4-biomass burning from peninsular India (PI). Tailored-model-predicted season-averaged BC concentrations (700 ± 440 ng m–3) match observations (740 ± 250 ng m–3), however, unveiling a systematically increasing model-observation bias (+19% to −53%) through winter. Inclusion of BC from open burning alone does not reconcile predictions (fbiomass = 44 ± 8%) with observations. Direct source-segregated comparison reveals regional offsets in anthropogenic emission fluxes in EIs, overestimated fossil-BC in the IGP, and underestimated biomass-BC in PI, which contributes to the model-observation bias. This ground-truthing pinpoints uncertainties in BC emission sources, which benefit both climate/air-quality modeling and mitigation policies in South Asia.",2020.0,https://doi.org/10.1021/acs.est.0c02193,Indo; carbon; Δ14C,Indo (Error); carbon (OKTJSMMVPCPJKN-UHFFFAOYSA-N); Δ14C (Error)
10.1021/acs.est.9b07963,Assessment of Bioavailability of Biochar-Sorbed Tetracycline to <i>Escherichia coli</i> for Activation of Antibiotic Resistance Genes,"Wang, Bingyu, Zhang, Yingjie, Zhu, Dongqiang, Li, Hui","Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, Michigan 48824, United States; State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing, Jiangsu 210023, China; Jiangsu Key Laboratory of Chemical Pollution Control and Resources Reuse, School of Environmental and Biological Engineering, Nanjing University of Science and Technology, Nanjing, Jiangsu 210094, China | Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, Michigan 48824, United States | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing, Jiangsu 210023, China; School of Urban and Environmental Sciences, Peking University, Beijing 100871, China | Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, Michigan 48824, United States","AgBioResearch, Michigan State University; National Natural Science Foundation of China; National Science Foundation","Human overuse and misuse of antibiotics have caused the wide dissemination of antibiotics in the environment, which has promoted the development and proliferation of antibiotic resistance genes (ARGs) in soils. Biochar (BC) with strong sorption affinity to many antibiotics is considered to sequester antibiotics hence mitigate their impacts to bacterial communities in soils. However, little is known about whether BC-sorbed antibiotics are bioavailable and exert selective pressure on soil bacteria. In this study, we probed the bioavailability of tetracycline sorbed by BCs prepared from rice-, wheat-, maize- and bean-straw feedstock using E. coli MC4100/pTGM bioreporter strain. The results revealed that BC-sorbed tetracycline was still bioavailable to the E. coli attached to BC surfaces. Tetracycline sorbed by BCs prepared at 400°C (BC400) demonstrated a higher bioavailability to bacteria compared to that sorbed by BCs prepared at 500°C (BC500). Tetracycline could be sorbed primarily in the small pores of BC500 where bacteria could not access due to the size exclusion to bacteria. In contrast, tetracycline could be sorbed mainly on BC400 surfaces where bacteria could conveniently access tetracycline. Increasing the ambient humidity apparently enhanced the bioavailability of BC400-sorbed tetracycline. BC500-sorbed tetracycline exposed to varying levels of ambient humidity showed no significant changes in bioavailability indicating that water could not effectively mobilize tetracycline from BC500 pores to surfaces where bacteria could access tetracycline. The results from this study suggest that BCs prepared at a higher pyrolysis temperature could be more effective to sequester tetracycline and mitigate the selective pressure on soil bacteria.",2020.0,https://doi.org/10.1021/acs.est.9b07963,Tetracycline; tetracycline,Tetracycline (NWXMGUDVXFXRIG-WESIUVDSSA-N); tetracycline (NWXMGUDVXFXRIG-WESIUVDSSA-N)
10.1021/acs.est.0c02284,Measurements of Gross α- and β-Activities of Archived PM<sub>2.5</sub> and PM<sub>10</sub> Teflon Filter Samples,"Liu, Man, Kang, Choong-Min, Wolfson, J. Mikhail, Li, Longxiang, Coull, Brent, Schwartz, Joel, Koutrakis, Petros","Department of Environmental Health, Harvard T.H. Chan School of Public Health, Boston, Massachusetts 02115, United States | Department of Environmental Health, Harvard T.H. Chan School of Public Health, Boston, Massachusetts 02115, United States | Department of Environmental Health, Harvard T.H. Chan School of Public Health, Boston, Massachusetts 02115, United States | Department of Environmental Health, Harvard T.H. Chan School of Public Health, Boston, Massachusetts 02115, United States | Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, Massachusetts 02115, United States | Department of Environmental Health, Harvard T.H. Chan School of Public Health, Boston, Massachusetts 02115, United States | Department of Environmental Health, Harvard T.H. Chan School of Public Health, Boston, Massachusetts 02115, United States",U.S. Environmental Protection Agency,"The adverse effects of ambient particulate matter (PM) on human health have been well-demonstrated, but the underlying properties responsible for its toxicity are still unclear. We hypothesized that particulate radioactivity (PR), which is due to the attachment of radioactive nuclides on particle surfaces, may be responsible for part of PM toxicity. We measured the gross α and β activities for daily PM2.5 and PM10 filters collected at the Harvard Supersite in downtown Boston from 2005 to 2006, and calculated the radioactivities at the time of air sampling retrospectively based on previously-established formula. We examined the relationship between different radioactivities, and compared our measurements to those measured at the Boston EPA RadNet Station. Results showed that the majority of PM10 radioactivity is associated with that of PM2.5 samples for both ⍺ (98%) and β activity (83%). A strong linear relationship was observed between the ⍺ and β activities for both PM2.5 (slope=0.47 (±0.03), p-value<0.0001) and PM10 (slope=0.46 (±0.09), p-value<0.0001) samples. Measurements at Harvard Supersite and at EPA RadNet sites are highly correlated for both ⍺ activities (slope=0.17 (±0.02), p-value<0.0001) and β activities (slope=0.30 (±0.05), p-value<0.0001). Additionally, we identified several significant predictors for PM2.5 ⍺ activities. This novel method we developed to measure ⍺ and β activities from archived filters will make it possible to assess retrospective particle radioactivity exposures for future epidemiological studies.",2020.0,https://doi.org/10.1021/acs.est.0c02284,PM10; EPA,PM10 (Error); EPA (JAZBEHYOTPTENJ-JLNKQSITSA-N)
10.1021/acs.est.9b06818,Spatiotemporal Analysis of Perfluoroalkyl Substances in White-Tailed Eagle (<i>Haliaeetus albicilla</i><i>)</i> Nestlings from Northern Norway—A Ten-Year Study,"Jouanneau, William, Bårdsen, Bård-Jørgen, Herzke, Dorte, Johnsen, Trond Vidar, Eulaers, Igor, Bustnes, Jan Ove","NINA - Norwegian Institute for Nature Research, Fram Centre, NO-9296 Tromsø, Norway | NINA - Norwegian Institute for Nature Research, Fram Centre, NO-9296 Tromsø, Norway | NILU - Norwegian Institute for Air Research, Fram Centre, NO-9296 Tromsø, Norway | NINA - Norwegian Institute for Nature Research, Fram Centre, NO-9296 Tromsø, Norway | Arctic Research Centre, Department of Bioscience, Aarhus University, Frederiksborgvej 399, DK-4000 Roskilde, Denmark | NINA - Norwegian Institute for Nature Research, Fram Centre, NO-9296 Tromsø, Norway",Norges Forskningsr?d; Fram Centre,"The white-tailed eagle (Haliaeetus albicilla) in Scandinavia has suffered from impaired reproduction due to high exposure to industrial pollution between the 1960s and 1980s. While population numbers are rising again, new contaminants, such as per- and polyfluoroalkyl substances (PFAS), are increasingly found in high trophic avifauna and are of concern to potentially impact once again population health. In the present study, we examined PFAS levels in plasma of white-tailed eagle nestlings from northern Norway over the last decade (2008-2017). While PFOA and PFNA exposure did not follow a significant time trend, PFOS and PFHxS concentrations decreased over time, and ≥C11 perfluorinated carboxylic acids only seem to level-off during the last four years. This may in fact be the first evidence for a change in the trend for some of these compounds. Furthermore, since several PFAS are expected to be highly present in aqueous film forming foams used at airports, we also investigate the potential of the two main airports in the region to act as hotspots for PFAS. Our results indeed show decreasing exposure to PFOA with distance to the airports. Altogether, our results seem to show that legislation actions are effective, continued concern for PFAS exposure of high trophic wildlife is still warranted, even in the northern environment.",2020.0,https://doi.org/10.1021/acs.est.9b06818,≥C11 perfluorinated carboxylic acids; polyfluoroalkyl; PFOS; PFOA; PFHxS; PFNA,≥C11 perfluorinated carboxylic acids (Error); polyfluoroalkyl (Error); PFOS (YFSUTJLHUFNCNZ-UHFFFAOYSA-N); PFOA (SNGREZUHAYWORS-UHFFFAOYSA-N); PFHxS (QZHDEAJFRJCDMF-UHFFFAOYSA-N); PFNA (UZUFPBIDKMEQEQ-UHFFFAOYSA-N)
10.1021/acs.est.9b07944,Versatile Process for the Preparation of Nanocomposite Sorbents: Phosphorus and Arsenic Removal,"Brockgreitens, John W., Heidari, Fatemeh, Abbas, Abdennour","Department of Bioproducts and Biosystems Engineering, University of Minnesota—Twin Cities, St. Paul, Minnesota 55108, United States | Department of Bioproducts and Biosystems Engineering, University of Minnesota—Twin Cities, St. Paul, Minnesota 55108, United States | Department of Bioproducts and Biosystems Engineering, University of Minnesota—Twin Cities, St. Paul, Minnesota 55108, United States",U.S. Department of Agriculture,"Nanomaterials are being increasingly utilized for environmental remediation. The use of these materials, however, is greatly hindered due to challenges in material handling and deployment. Here we present a novel nanocomposite synthesis method based on the direct growth of nanoparticles on and within solid support materials, referred to as CrescoatingTM. In this work, iron and copper nanoparticles have been grown on polyurethane support materials using this process and applied as sorbents for dissolved phosphorus and arsenic in water, respectively. These nanocomposite sorbents exhibit rapid sorption with saturation occurring in less than 5 minutes. The loading capacity is 104.8 mg PO43- g-1 and 254.4 mg As(III) g-1 for the iron and copper nanocomposite sorbents respectively, which is up to four times higher than commercially available alternatives. In addition, phosphorus can be recovered from the iron nanocomposite sorbent. This coating by growth process produces nanocomposites that do not emit particles and has the capability to be scaled and applied to other nanoparticles for diverse pollutant sorption applications.",2020.0,https://doi.org/10.1021/acs.est.9b07944,iron; copper; CrescoatingTM; polyurethane; arsenic; phosphorus; As(III); PO43,iron (XEEYBQQBJWHFJM-UHFFFAOYSA-N); copper (RYGMFSIKBFXOCR-UHFFFAOYSA-N); CrescoatingTM (Error); polyurethane (Error); arsenic (RQNWIZPPADIBDY-UHFFFAOYSA-N); phosphorus (OAICVXFJPJFONN-UHFFFAOYSA-N); As(III) (Error); PO43 (Error)
10.1021/acs.est.0c02396,Road Salt Impacts Freshwater Zooplankton at Concentrations below Current Water Quality Guidelines,"Arnott, Shelley E., Celis-Salgado, Martha P., Valleau, Robin E., DeSellas, Anna M., Paterson, Andrew M., Yan, Norman D., Smol, John P., Rusak, James A.","Department of Biology, Queen’s University, Kingston, ON, K7L 3N6 Canada | Department of Biology, Queen’s University, Kingston, ON, K7L 3N6 Canada; Dorset Environmental Science Centre, 1026 Bellwood Acres Road, Dorset, ON, P0A 1E0 Canada | Department of Biology, Queen’s University, Kingston, ON, K7L 3N6 Canada | Department of Biology, Queen’s University, Kingston, ON, K7L 3N6 Canada; Ontario Ministry of Environment, Conservation, and Parks, Dorset Environmental Science Centre, 1026 Bellwood Acres Road, Dorset, ON, P0A 1E0 Canada | Department of Biology, Queen’s University, Kingston, ON, K7L 3N6 Canada; Ontario Ministry of Environment, Conservation, and Parks, Dorset Environmental Science Centre, 1026 Bellwood Acres Road, Dorset, ON, P0A 1E0 Canada | Department of Biology, York University, 4700 Keele Street, Toronto, ON, M3J 1P3 Canada; Friends of the Muskoka Watershed, P. O. Box 416, Bracebridge, ON, P1L 1T7 Canada | Department of Biology, Queen’s University, Kingston, ON, K7L 3N6 Canada | Department of Biology, Queen’s University, Kingston, ON, K7L 3N6 Canada; Ontario Ministry of Environment, Conservation, and Parks, Dorset Environmental Science Centre, 1026 Bellwood Acres Road, Dorset, ON, P0A 1E0 Canada",Natural Sciences and Engineering Research Council of Canada; Queen's University Summer Work Experience Program; Ontario Ministry of Environment Conservation and Parks,"Widespread use of NaCl for road de-icing has caused increased chloride concentrations in lakes near urban centers and areas of high road density. Chloride is toxic, and water quality guidelines have been created to regulate it and protect aquatic life. However, these guidelines may not adequately protect organisms in low nutrient, soft water lakes such as those underlain by Precambrian Shield. We tested this hypothesis by conducting laboratory experiments on 6 Daphnia species, using a soft water culture medium. We also examined temporal changes in cladoceran assemblages in the sediments of two small lakes on the Canadian Shield; one near a highway and the other > 3 km from roads where salt is applied in the winter. Our results showed that Daphnia were sensitive to low chloride concentrations with decreased reproduction and increased mortality occurring between 5 and 40 mg Cl-/L. Analysis of cladoceran remains in lake sediments revealed changes in assemblage composition that coincided with the initial application of road salt in this region. In contrast, there were no changes detected in the remote lake. We found that 22.7% of recreational lakes in Ontario have chloride concentrations between 5 and 40 mg/L suggesting that cladoceran zooplankton in these lakes may already be experiencing negative effects of chloride.",2020.0,https://doi.org/10.1021/acs.est.0c02396,chloride; Shield; NaCl; Cl; Chloride,chloride (VEXZGXHMUGYJMC-UHFFFAOYSA-M); Shield (HUBANNPOLNYSAD-UHFFFAOYSA-N); NaCl (FAPWRFPIFSIZLT-UHFFFAOYSA-M); Cl (KZBUYRJDOAKODT-UHFFFAOYSA-N); Chloride (VEXZGXHMUGYJMC-UHFFFAOYSA-M)
